country,year,population,gdp,co2,coal_co2,gas_co2,oil_co2,cement_co2,methane
Brazil,1983,130977376.0,950507864064.0,165.9,23.926,3.378,125.74,9.803,0.0
Brazil,1984,133888776.0,1001891233792.0,167.567,28.997,4.17,122.062,8.737,0.0
Brazil,1985,136783184.0,1080097308672.0,180.111,34.871,4.994,127.517,9.281,0.0
Brazil,1986,139643360.0,1160963031040.0,197.238,35.123,5.987,142.376,11.122,0.0
Brazil,1987,142466272.0,1201712922624.0,205.968,40.234,6.639,145.541,11.299,0.0
Brazil,1988,145253984.0,1200534716416.0,207.695,39.776,6.841,147.652,11.125,0.0
Brazil,1989,148003424.0,1238775496704.0,212.071,39.93,7.306,151.58,11.141,0.0
Brazil,1990,150706448.0,1185475198976.0,218.658,37.095,7.484,151.775,11.062,291.05
Brazil,1991,153336448.0,1213090103296.0,229.394,42.466,7.336,156.7,11.776,300.15
Brazil,1992,155900784.0,1221828542464.0,233.601,41.203,7.983,163.252,9.77,305.53
Brazil,1993,158440864.0,1298220843008.0,244.306,42.343,8.73,171.252,10.164,306.67
Brazil,1994,160980480.0,1391783968768.0,254.002,43.667,8.985,179.162,10.086,313.05
Brazil,1995,163515328.0,1468835168256.0,268.678,45.582,9.603,190.347,11.528,319.19
Brazil,1996,166037120.0,1520364945408.0,289.311,46.468,10.608,206.281,13.884,311.52
Brazil,1997,168546704.0,1591956078592.0,306.949,47.044,11.863,219.833,15.267,320.61
Brazil,1998,171039808.0,1617675812864.0,317.359,45.591,12.411,229.578,16.175,337.42
Brazil,1999,173486272.0,1645888012288.0,327.256,46.805,14.069,235.468,16.439,338.43
Brazil,2000,175873712.0,1739727962112.0,340.183,50.46,18.442,239.488,16.047,333.94
Brazil,2001,178211888.0,1785513115648.0,346.166,49.427,23.186,241.795,15.227,347.57
Brazil,2002,180476688.0,1861742362624.0,347.765,48.689,29.293,239.219,14.39,371.36
Brazil,2003,182629280.0,1904932683776.0,344.645,51.933,30.919,232.434,13.096,387.02
Brazil,2004,184722048.0,2038447996928.0,361.434,53.833,38.215,239.768,13.273,404.45
Brazil,2005,186797344.0,2129214439424.0,364.371,50.948,39.619,240.221,14.349,414.53
Brazil,2006,188820688.0,2240805339136.0,368.871,50.838,42.053,242.249,15.44,407.21
Brazil,2007,190779456.0,2405626806272.0,390.573,54.989,43.246,256.003,17.2,414.45
Brazil,2008,192672320.0,2559842713600.0,412.638,55.315,51.303,267.239,18.884,407.24
Brazil,2009,194517552.0,2589568270336.0,389.775,43.586,40.959,262.705,19.031,409.16
Brazil,2010,196353504.0,2820492492800.0,440.269,56.688,55.049,286.08,21.288,438.27
Brazil,2011,198185296.0,2968454955008.0,462.58,62.292,53.101,303.885,22.845,429.81
Brazil,2012,199977712.0,3025484382208.0,498.309,61.016,63.397,327.734,24.998,434.35
Brazil,2013,201721776.0,3116394610688.0,532.418,65.604,74.704,342.338,26.652,428.42
Brazil,2014,203459648.0,3132099919872.0,557.901,69.034,81.286,356.753,26.908,436.81
Brazil,2015,205188208.0,3021043138560.0,529.353,69.452,80.465,330.359,25.082,446.49
Brazil,2016,206859584.0,2922076176384.0,492.748,63.831,69.666,312.939,22.415,447.89
Brazil,2017,208504960.0,2960731668480.0,497.121,66.689,70.186,316.132,20.217,448.99
Brazil,2018,210166592.0,3013541101568.0,477.999,65.737,67.066,300.805,20.494,438.0
Brazil,2019,211782880.0,3050327244800.0,473.464,61.926,67.066,299.527,21.048,449.79
Brazil,2020,213196304.0,2950377504768.0,444.504,56.21,58.748,282.284,23.366,459.01
Brazil,2021,214326224.0,3097565331456.0,497.206,67.642,75.904,305.275,24.488,0.0
Brazil,2022,215313504.0,3187413090304.0,483.477,56.21,59.788,319.964,23.619,0.0
