country,year,population,gdp,co2,coal_co2,gas_co2,oil_co2,cement_co2,methane
United States,2007,301844227.0,15333184241664.0,6130.123,2175.033,1247.321,2592.442,45.509,754.316
United States,2008,304970328.0,15288553701376.0,5915.119,2135.89,1252.606,2414.717,41.416,770.415
United States,2009,308023451.0,14864003104768.0,5480.726,1872.386,1231.696,2280.318,29.615,731.385
United States,2010,311062786.0,15239587299328.0,5679.715,1982.954,1290.495,2300.574,31.449,713.843
United States,2011,314105078.0,15477885632512.0,5546.116,1873.284,1310.707,2252.414,32.208,720.301
United States,2012,317115348.0,15830887694336.0,5344.086,1658.491,1372.072,2196.025,35.27,702.431
United States,2013,320110753.0,16122472562688.0,5480.157,1720.408,1410.482,2224.627,36.369,700.429
United States,2014,323115378.0,16491318607872.0,5528.681,1710.594,1435.209,2247.931,39.439,704.579
United States,2015,326126498.0,16937634496512.0,5376.473,1479.145,1476.136,2285.676,39.907,692.981
United States,2016,329179421.0,17220065296384.0,5252.932,1347.943,1481.873,2299.961,39.439,673.674
United States,2017,332204656.0,17606123716608.0,5212.162,1308.716,1460.656,2315.177,40.324,687.428
United States,2018,335056495.0,18124692783104.0,5377.797,1256.631,1619.275,2366.168,38.971,707.426
United States,2019,337790068.0,18540551733248.0,5262.145,1071.666,1675.471,2360.999,40.896,720.439
United States,2020,339436157.0,18027359764480.0,4714.628,877.92,1656.255,2047.544,40.688,687.597
United States,2021,340161441.0,19099377729536.0,5032.213,1004.759,1659.128,2238.883,41.312,689.588
United States,2022,341534041.0,19493170446336.0,5078.871,942.357,1748.499,2258.467,41.418,695.298
United States,2023,343477332.0,0.0,4911.391,776.767,1755.923,2250.856,39.714,683.538
