country,year,population,gdp,co2,coal_co2,gas_co2,oil_co2,cement_co2,methane
Germany,2011,80857877.0,3467712921600.0,804.514,339.624,169.399,270.809,13.393,79.0
Germany,2012,80916393.0,3482225475584.0,814.09,350.039,167.837,271.945,13.289,78.457
Germany,2013,81041580.0,3497463119872.0,831.743,357.254,170.267,280.396,12.503,77.654
Germany,2014,81376078.0,3574741336064.0,792.579,344.722,151.986,271.602,12.905,76.622
Germany,2015,82077546.0,3628073746432.0,800.844,341.117,157.11,278.861,12.626,75.533
Germany,2016,82760100.0,3708980035584.0,798.014,329.436,169.169,275.703,12.663,73.409
Germany,2017,83104012.0,3808389496832.0,784.594,312.692,172.045,275.505,13.408,72.975
Germany,2018,83368506.0,3845758648320.0,760.046,296.871,169.76,269.351,13.228,70.091
Germany,2019,83559185.0,3886392803328.0,709.827,240.114,172.762,273.111,13.287,67.37
Germany,2020,83628711.0,3742720851968.0,648.357,198.53,170.963,255.645,13.357,65.473
Germany,2021,83697082.0,3841041629184.0,678.777,232.149,181.116,241.585,13.64,64.893
Germany,2022,84086228.0,3909612732416.0,671.472,240.64,160.776,247.44,12.538,63.261
Germany,2023,84548234.0,0.0,596.151,188.477,155.461,231.622,10.604,61.377
