country,year,population,gdp,co2,coal_co2,gas_co2,oil_co2,cement_co2,methane
Iran,2013,80414688.0,1287095582720.0,609.839,4.118,294.934,253.329,36.718,181.998
Iran,2014,81502045.0,1352736964608.0,644.151,3.591,335.007,247.8,34.968,186.109
Iran,2015,82619365.0,1331012173824.0,641.911,4.302,356.769,227.053,31.23,190.885
Iran,2016,83812229.0,1413723717632.0,644.684,3.451,380.704,200.124,30.618,222.615
Iran,2017,85026761.0,1486668300288.0,696.4,4.708,399.504,229.059,29.908,231.762
Iran,2018,86118000.0,1483607244800.0,689.783,4.459,390.843,231.77,30.272,230.367
Iran,2019,87051647.0,1438754537472.0,735.347,4.847,429.315,239.919,35.303,206.887
Iran,2020,87723446.0,1446203752448.0,756.606,5.577,465.332,221.965,38.808,199.027
Iran,2021,88455491.0,1525523152896.0,779.756,5.181,476.04,228.62,37.419,210.188
Iran,2022,89524247.0,1572209033216.0,800.747,5.348,496.507,231.813,34.704,214.788
Iran,2023,90608708.0,0.0,817.88,5.444,509.267,225.85,38.928,203.894
