country,year,population,gdp,co2,coal_co2,gas_co2,oil_co2,cement_co2,methane
United States,2007,302743392.0,15333184241664.0,6130.123,2175.189,1247.391,2592.216,45.509,636.64
United States,2008,305694912.0,15288553701376.0,5915.119,2135.724,1252.781,2414.708,41.416,645.0
United States,2009,308512032.0,14864003104768.0,5480.726,1872.449,1231.607,2280.345,29.615,635.32
United States,2010,311182848.0,15239587299328.0,5679.715,1982.954,1290.495,2300.574,31.449,653.3
United States,2011,313876608.0,15477885632512.0,5546.116,1873.284,1310.707,2252.414,32.208,659.04
United States,2012,316651328.0,15830887694336.0,5344.086,1658.491,1372.072,2196.025,35.27,671.09
United States,2013,319375168.0,16122472562688.0,5480.157,1720.408,1410.482,2224.627,36.369,674.34
United States,2014,322033952.0,16491318607872.0,5528.681,1710.594,1435.209,2247.931,39.439,699.9
United States,2015,324607776.0,16937634496512.0,5376.473,1479.145,1476.136,2285.676,39.907,702.68
United States,2016,327210208.0,17220065296384.0,5252.932,1347.943,1481.873,2299.961,39.439,683.93
United States,2017,329791232.0,17606123716608.0,5212.162,1308.716,1460.656,2315.177,40.324,701.26
United States,2018,332140032.0,18124692783104.0,5377.797,1256.631,1619.275,2366.168,38.971,744.96
United States,2019,334319680.0,18540551733248.0,5262.145,1071.666,1675.471,2360.999,40.896,785.07
United States,2020,335942016.0,18027359764480.0,4714.628,877.92,1656.255,2047.544,40.688,750.83
United States,2021,336997632.0,19099377729536.0,5032.213,1004.531,1659.225,2239.014,41.312,0.0
United States,2022,338289856.0,19493170446336.0,5057.304,934.698,1743.539,2249.519,41.418,0.0
