country,year,population,gdp,co2,coal_co2,gas_co2,oil_co2,cement_co2,methane
United Kingdom,2007,61535860.0,2267631583232.0,559.566,150.844,196.52,196.16,6.117,73.633
United Kingdom,2008,62027303.0,2252034801664.0,544.932,139.219,202.655,188.8,5.205,68.297
United Kingdom,2009,62506221.0,2151479246848.0,494.108,113.823,188.07,180.264,3.721,64.284
United Kingdom,2010,63006484.0,2190919860224.0,511.905,118.03,201.927,179.848,3.792,59.143
United Kingdom,2011,63509285.0,2223011266560.0,469.713,117.15,168.236,172.06,4.097,56.045
United Kingdom,2012,63960487.0,2255210414080.0,487.477,148.005,158.24,170.288,3.724,54.48
United Kingdom,2013,64389386.0,2296252465152.0,477.611,142.457,157.622,165.756,4.029,52.139
United Kingdom,2014,64865914.0,2369725399040.0,438.807,115.434,144.492,166.511,4.215,51.119
United Kingdom,2015,65382107.0,2426435796992.0,422.461,91.548,147.899,170.773,4.393,50.97
United Kingdom,2016,65893359.0,2478973124608.0,399.43,47.825,165.742,173.93,4.553,51.591
United Kingdom,2017,66354474.0,2539548573696.0,387.367,39.129,161.697,174.851,4.41,52.404
United Kingdom,2018,66752473.0,2582848208896.0,379.73,33.28,161.485,173.087,4.364,52.202
United Kingdom,2019,67110958.0,2624285048832.0,364.753,24.513,159.321,168.996,4.448,51.353
United Kingdom,2020,67351860.0,2334803886080.0,326.263,22.809,149.42,143.981,3.9,50.337
United Kingdom,2021,67668789.0,2512190177280.0,344.51,23.739,158.404,151.894,4.215,49.523
United Kingdom,2022,68179315.0,2615230595072.0,313.835,19.666,134.872,149.52,4.073,48.961
United Kingdom,2023,68682965.0,0.0,305.146,17.556,123.221,154.927,3.616,47.982
